[classname]
dataset.Dataset
[description]
Downloaded from wikipedia downloaded data from  https://en.wikipedia.org/wiki/List_of_CAS_numbers_by_chemical_compound and modify slightly here on 2022-01-11
[metadata]
ascii                = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
name                 = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
CAS                  = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
unicode              = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
CASint               = { 'fmt': 'd',              'kind': 'i',             'description': 'int',                   }
[data]
ascii                              | name                                         | CAS         | unicode                            | CASint   
C18H38                             | octadecane                                   | 593-45-3    | C₁₈H₃₈                             | 593453   
C19H16ClNO4                        | indometacin                                  | 53-86-1     | C₁₉H₁₆ClNO₄                        | 53861    
C19H26O2                           | androstenedione                              | 0           | C₁₉H₂₆O₂                           | 0        
C19H28O2                           | dehydroepiandrosterone                       | 0           | C₁₉H₂₈O₂                           | 0        
C19H28O2                           | testosterone                                 | 0           | C₁₉H₂₈O₂                           | 0        
C19H30O2                           | androstenediol                               | 0           | C₁₉H₃₀O₂                           | 0        
C19H30O2                           | dihydrotestosterone                          | 0           | C₁₉H₃₀O₂                           | 0        
C19H40                             | nonadecane                                   | 629-92-5    | C₁₉H₄₀                             | 629925   
C20H24O2N2                         | quinine                                      | 130-95-0    | C₂₀H₂₄O₂N₂                         | 130950   
C20H25N30                          | Lysergic acid diethylamide (LSD)             | 50-37-3     | C₂₀H₂₅N₃₀                          | 50373    
C20H27NO11                         | amygdalin                                    | 0           | C₂₀H₂₇NO₁₁                         | 0        
C20H28O2                           | tretinoin                                    | 302-79-4    | C₂₀H₂₈O₂                           | 302794   
C20H32O5                           | prostacyclin                                 | 0           | C₂₀H₃₂O₅                           | 0        
C20H32O5                           | prostaglandin E2                             | 0           | C₂₀H₃₂O₅                           | 0        
C20H34O5                           | dinoprost                                    | 0           | C₂₀H₃₄O₅                           | 0        
C20H42                             | eicosane                                     | 112-95-8    | C₂₀H₄₂                             | 112958   
C21H20O6                           | curcumin                                     | 0           | C₂₁H₂₀O₆                           | 0        
C21H30O2                           | progesterone                                 | 0           | C₂₁H₃₀O₂                           | 0        
C21H30O2                           | tetrahydrocannabinol                         | 1972-08-3   | C₂₁H₃₀O₂                           | 1972083  
C21H36N7O16P3S                     | Coenzyme A                                   | 31416-98-5  | C₂₁H₃₆N₇O₁₆P₃S                     | 31416985 
C22H23ClN2O2                       | loratadine                                   | 79794-75-5  | C₂₂H₂₃ClN₂O₂                       | 79794755 
C23H19ClF3NO3                      | cyhalothrin                                  | 0           | C₂₃H₁₉ClF₃NO₃                      | 0        
C2F4                               | tetrafluoroethylene                          | 116-14-3    | C₂F₄                               | 116143   
C2H2                               | acetylene                                    | 74-86-2     | C₂H₂                               | 74862    
C2H2O2                             | glyoxal                                      | 107-22-2    | C₂H₂O₂                             | 107222   
C2H3Cl                             | vinyl chloride                               | 75-01-4     | C₂H₃Cl                             | 75014    
C2H3NO                             | glycolonitrile                               | 107-16-4    | C₂H₃NO                             | 107164   
C2H3O2−                            | acetate ion                                  | 71-50-1     | C₂H₃O₂−                            | 71501    
C2H4                               | ethylene                                     | 74-85-1     | C₂H₄                               | 74851    
C2H4Cl2                            | ethylene dichloride                          | 107-06-2    | C₂H₄Cl₂                            | 107062   
C2H4N4                             | 3-amino-1,2,4-triazole                       | 61-82-5     | C₂H₄N₄                             | 61825    
C2H4O                              | ethylene oxide                               | 75-21-8     | C₂H₄O                              | 75218    
C2H4O2                             | acetic acid                                  | 64-19-7     | C₂H₄O₂                             | 64197    
C2H5Br                             | bromoethane                                  | 74-96-4     | C₂H₅Br                             | 74964    
C2H5NH2                            | ethylamine                                   | 75-04-7     | C₂H₅NH₂                            | 75047    
C2H5NO2                            | glycine                                      | 56-40-6     | C₂H₅NO₂                            | 56406    
C2H5NO2                            | Gly                                          | 56-40-6     | C₂H₅NO₂                            | 56406    
C2H5OCs                            | caesium ethoxide                             | 0           | C₂H₅OCs                            | 0        
C2H5OH                             | ethanol                                      | 64-17-5     | C₂H₅OH                             | 64175    
C2H5OH                             | ethyl alcohol                                | 64-17-5     | C₂H₅OH                             | 64175    
C2H5OK                             | potassium ethoxide                           | 917-58-8    | C₂H₅OK                             | 917588   
C2H5ONa                            | sodium ethoxide                              | 141-52-6    | C₂H₅ONa                            | 141526   
C2H5ORb                            | rubidium ethoxide                            | 0           | C₂H₅ORb                            | 0        
C2H5O−                             | ethoxide ion                                 | 0           | C₂H₅O−                             | 0        
C2H6                               | ethane                                       | 74-84-0     | C₂H₆                               | 74840    
C2H6OS                             | dimethyl sulfoxide                           | 67-68-5     | C₂H₆OS                             | 67685    
C2H6OS                             | DMSO                                         | 67-68-5     | C₂H₆OS                             | 67685    
C2H7NO                             | ethanolamine                                 | 141-43-5    | C₂H₇NO                             | 141435   
C2H7NO2                            | ammonium acetate                             | 631-61-8    | C₂H₇NO₂                            | 631618   
C2H7NO3S                           | taurine                                      | 107-35-7    | C₂H₇NO₃S                           | 107357   
C2O42−                             | oxalate ion                                  | 0           | C₂O₄₂−                             | 0        
C30H19NO9                          | Dynemicin A                                  | 0           | C₃₀H₁₉NO₉                          | 0        
C34H46O18                          | Eleutheroside D                              | 0           | C₃₄H₄₆O₁₈                          | 0        
C35H60O6                           | Eleutheroside A                              | 0           | C₃₅H₆₀O₆                           | 0        
C3H3N                              | azete                                        | 287-24-1    | C₃H₃N                              | 287241   
C3H3O4−                            | malonate ion                                 | 156-80-9    | C₃H₃O₄−                            | 156809   
C3H4                               | Propadiene                                   | 463-49-0    | C₃H₄                               | 463490   
C3H4N2                             | imidazole                                    | 288-32-4    | C₃H₄N₂                             | 288324   
C3H4N2S                            | aminothiazole                                | 96-50-4     | C₃H₄N₂S                            | 96504    
C3H4O3                             | pyruvic acid                                 | 127-17-3    | C₃H₄O₃                             | 127173   
C3H4O4                             | malonic acid                                 | 141-82-2    | C₃H₄O₄                             | 141822   
C3H5N3                             | 3-amino-1H-pyrazole                          | 1820-80-0   | C₃H₅N₃                             | 1820800  
C3H5N3O9                           | nitroglycerine                               | 55-63-0     | C₃H₅N₃O₉                           | 55630    
C3H5NO                             | acrylamide                                   | 79-06-1     | C₃H₅NO                             | 79061    
C3H6                               | cyclopropane                                 | 75-19-4     | C₃H₆                               | 75194    
C3H6                               | propylene                                    | 115-07-1    | C₃H₆                               | 115071   
C3H6O2                             | ethyl formate                                | 109-94-4    | C₃H₆O₂                             | 109944   
C3H6O2S                            | 2-Mercaptopropionic acid                     | 79-42-5     | C₃H₆O₂S                            | 79425    
C3H6O2S                            | 3-Mercaptopropionic acid                     | 107-96-0    | C₃H₆O₂S                            | 107960   
C3H7N                              | azetidine                                    | 503-29-7    | C₃H₇N                              | 503297   
C3H7NO2                            | α-alanine                                    | 56-41-7     | C₃H₇NO₂                            | 56417    
C3H7NO2                            | β-alanine                                    | 107-95-9    | C₃H₇NO₂                            | 107959   
C3H7NO2S                           | cysteine                                     | 52-90-4     | C₃H₇NO₂S                           | 52904    
C3H7NO2S                           | Cys                                          | 52-90-4     | C₃H₇NO₂S                           | 52904    
C3H7NO3                            | serine                                       | 56-45-1     | C₃H₇NO₃                            | 56451    
C3H7NO3                            | Ser                                          | 56-45-1     | C₃H₇NO₃                            | 56451    
C3H8                               | propane                                      | 74-98-6     | C₃H₈                               | 74986    
C3H8NO5P                           | glyphosate                                   | 1071-83-6   | C₃H₈NO₅P                           | 1071836  
C3H8O                              | 2-propanol                                   | 67-63-0     | C₃H₈O                              | 67630    
C3H8O                              | propanol                                     | 71-23-8     | C₃H₈O                              | 71238    
C3H8O                              | 1-propanol                                   | 71-23-8     | C₃H₈O                              | 71238    
C3H8O2                             | 1,3-propanediol                              | 504-63-2    | C₃H₈O₂                             | 504632   
C3H8O2                             | propylene glycol                             | 57-55-6     | C₃H₈O₂                             | 57556    
C3H8O3                             | glycerol                                     | 56-81-5     | C₃H₈O₃                             | 56815    
C3H9N3                             | 1,3,5-triazinane                             | 0           | C₃H₉N₃                             | 0        
C3HN                               | cyanopolyyne                                 | 0           | C₃HN                               | 0        
C3N12                              | cyanuric triazide                            | 5637-83-2   | C₃N₁₂                              | 5637832  
C3N3(OH)3                          | cyanuric acid                                | 108-80-5    | C₃N₃(OH)₃                          | 108805   
C40H56                             | lycopene                                     | 0           | C₄₀H₅₆                             | 0        
C44H69N15O9S                       | adrenorphin                                  | 0           | C₄₄H₆₉N₁₅O₉S                       | 0        
C4H10                              | 2-methylpropane                              | 75-28-5     | C₄H₁₀                              | 75285    
C4H10                              | butane                                       | 106-97-8    | C₄H₁₀                              | 106978   
C4H10O                             | diethyl ether                                | 60-29-7     | C₄H₁₀O                             | 60297    
C4H10O2                            | 1,2-Butanediol                               | 0           | C₄H₁₀O₂                            | 0        
C4H10O2                            | 1,3-Butanediol                               | 0           | C₄H₁₀O₂                            | 0        
C4H10O2                            | 1,4-Butanediol                               | 0           | C₄H₁₀O₂                            | 0        
C4H10O2                            | 1-Methoxy-2-propanol                         | 0           | C₄H₁₀O₂                            | 0        
C4H10O2                            | 2,3-Butanediol                               | 0           | C₄H₁₀O₂                            | 0        
C4H10O2                            | 2-Ethoxyethanol                              | 0           | C₄H₁₀O₂                            | 0        
C4H10O2                            | Dimethoxyethane                              | 0           | C₄H₁₀O₂                            | 0        
C4H10O2                            | tert-Butyl hydroperoxide                     | 0           | C₄H₁₀O₂                            | 0        
C4H10O3                            | diethylene glycol                            | 0           | C₄H₁₀O₃                            | 0        
C4H11NO2                           | diethanolamine                               | 0           | C₄H₁₁NO₂                           | 0        
C4H2                               | diacetylene                                  | 460-12-8    | C₄H₂                               | 460128   
C4H2BrClN2                         | 5-bromo-2-chloropyrimidine                   | 32779-36-5  | C₄H₂BrClN₂                         | 32779365 
C4H2Cl2N2                          | 2,4-dichloropyrimidine                       | 3934-20-1   | C₄H₂Cl₂N₂                          | 3934201  
C4H2Cl2N2                          | 4,6-dichloropyrimidine                       | 1193-21-1   | C₄H₂Cl₂N₂                          | 1193211  
C4H3Cl2N3                          | 2-amino-4,6-dichloropyrimidine               | 56-05-3     | C₄H₃Cl₂N₃                          | 56053    
C4H3FN2O2                          | fluorouracil                                 | 51-21-8     | C₄H₃FN₂O₂                          | 51218    
C4H4                               | vinylacetylene                               | 0           | C₄H₄                               | 0        
C4H4FN3O                           | flucytosine                                  | 2022-85-7   | C₄H₄FN₃O                           | 2022857  
C4H4N2O2                           | uracil                                       | 66-22-8     | C₄H₄N₂O₂                           | 66228    
C4H4N4                             | 1,3,5,7-tetrazocine                          | 0           | C₄H₄N₄                             | 0        
C4H4N4                             | 3-aminopyrazole-4-carbonitrile               | 16617-46-2  | C₄H₄N₄                             | 16617462 
C4H4N4                             | diaminomaleonitrile                          | 0           | C₄H₄N₄                             | 0        
C4H4O                              | furan                                        | 0           | C₄H₄O                              | 0        
C4H5N3O                            | cytosine                                     | 71-30-7     | C₄H₅N₃O                            | 71307    
C4H6N2                             | 1-methylimidazole                            | 0           | C₄H₆N₂                             | 0        
C4H6N2                             | 4-methylimidazole                            | 0           | C₄H₆N₂                             | 0        
C4H6N2                             | fomepizole                                   | 0           | C₄H₆N₂                             | 0        
C4H6N2S                            | 2-amino-4-methylthiazole                     | 1603-91-4   | C₄H₆N₂S                            | 1603914  
C4H6N2S                            | methimazole                                  | 60-56-0     | C₄H₆N₂S                            | 60560    
C4H6N4O                            | 2,4-diamino-6-hydroxypyrimidine              | 56-06-4     | C₄H₆N₄O                            | 56064    
C4H6O2                             | 1,4-Butynediol                               | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | 1,4-Dioxene                                  | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | crotonic acid                                | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | diacetyl                                     | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | diepoxybutane                                | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | gamma-Butyrolactone                          | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | isocrotonic acid                             | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | methacrylic acid                             | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | methyl acrylate                              | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | succinaldehyde                               | 0           | C₄H₆O₂                             | 0        
C4H6O2                             | vinyl acetate                                | 0           | C₄H₆O₂                             | 0        
C4H6O4                             | succinic acid                                | 110-15-6    | C₄H₆O₄                             | 110156   
C4H7BrO2                           | 2-bromobutyric acid                          | 80-58-0     | C₄H₇BrO₂                           | 80580    
C4H7BrO2                           | 4-bromobutyric acid                          | 2623-87-2   | C₄H₇BrO₂                           | 2623872  
C4H7BrO2                           | ethyl bromoacetate                           | 105-36-2    | C₄H₇BrO₂                           | 105362   
C4H7BrO2                           | α-bromoisobutyric acid                       | 2052-01-9   | C₄H₇BrO₂                           | 2052019  
C4H7KO3                            | potassium oxybate                            | 0           | C₄H₇KO₃                            | 0        
C4H7NO2                            | 1-Aminocyclopropanecarboxylic acid           | 22059-21-8  | C₄H₇NO₂                            | 22059218 
C4H7NO3                            | aceturic acid                                | 0           | C₄H₇NO₃                            | 0        
C4H7NO4                            | aspartic acid                                | 56-84-8     | C₄H₇NO₄                            | 56848    
C4H7NO4                            | Asp                                          | 56-84-8     | C₄H₇NO₄                            | 56848    
C4H7NaO3                           | sodium oxybate                               | 0           | C₄H₇NaO₃                           | 0        
C4H8                               | cyclobutane                                  | 287-23-0    | C₄H₈                               | 287230   
C4H8N2O3                           | asparagine                                   | 70-47-3     | C₄H₈N₂O₃                           | 70473    
C4H8N2O3                           | Asn                                          | 70-47-3     | C₄H₈N₂O₃                           | 70473    
C4H8O                              | tetrahydrofuran                              | 109-99-9    | C₄H₈O                              | 109999   
C4H8O                              | THF                                          | 109-99-9    | C₄H₈O                              | 109999   
C4H8O2                             | ethyl acetate                                | 0           | C₄H₈O₂                             | 0        
C4H8O3                             | gamma-Hydroxybutyric acid                    | 0           | C₄H₈O₃                             | 0        
C4H9Li                             | n-butyllithium                               | 0           | C₄H₉Li                             | 0        
C4H9NO2                            | γ-aminobutyric acid                          | 56-12-2     | C₄H₉NO₂                            | 56122    
C4H9NO3                            | threonine                                    | 72-19-5     | C₄H₉NO₃                            | 72195    
C4H9NO3                            | Thr                                          | 72-19-5     | C₄H₉NO₃                            | 72195    
C4H9OH                             | butyl alcohol                                | 71-36-3     | C₄H₉OH                             | 71363    
C4HCl2FN2                          | 2,6-dichloro-5-fluoroacil                    | 2927-71-1   | C₄HCl₂FN₂                          | 2927711  
C4I2                               | diiodobutadiyne                              | 53214-97-4  | C₄I₂                               | 53214974 
C55H74IN3O21S4                     | calicheamicin                                | 0           | C₅₅H₇₄IN₃O₂₁S₄                     | 0        
C59H80N4O22S4                      | esperamicin                                  | 0           | C₅₉H₈₀N₄O₂₂S₄                      | 0        
C5H10                              | cyclopentane                                 | 287-92-3    | C₅H₁₀                              | 287923   
C5H10N2O3                          | glutamine                                    | 56-85-9     | C₅H₁₀N₂O₃                          | 56859    
C5H10N2O3                          | Gln                                          | 56-85-9     | C₅H₁₀N₂O₃                          | 56859    
C5H10O2                            | 3-Methylbutanoic acid                        | 0           | C₅H₁₀O₂                            | 0        
C5H10O2                            | pivalic acid                                 | 0           | C₅H₁₀O₂                            | 0        
C5H10O2                            | valeric acid                                 | 0           | C₅H₁₀O₂                            | 0        
C5H10O4                            | deoxyribose                                  | 533-67-5    | C₅H₁₀O₄                            | 533675   
C5H11NO2                           | valine                                       | 660-88-8    | C₅H₁₁NO₂                           | 660888   
C5H11NO2                           | Val                                          | 660-88-8    | C₅H₁₁NO₂                           | 660888   
C5H11NO2S                          | methionine                                   | 25343-91-3  | C₅H₁₁NO₂S                          | 25343913 
C5H11NO2S                          | Met                                          | 25343-91-3  | C₅H₁₁NO₂S                          | 25343913 
C5H12                              | pentane                                      | 109-66-0    | C₅H₁₂                              | 109660   
C5H12O2                            | neopentyl glycol                             | 0           | C₅H₁₂O₂                            | 0        
C5H12O4                            | pentaerythritol                              | 0           | C₅H₁₂O₄                            | 0        
C5H12O5                            | xylitol                                      | 0           | C₅H₁₂O₅                            | 0        
C5H3Br2N                           | 3,5-dibromopyridine                          | 625-92-3    | C₅H₃Br₂N                           | 625923   
C5H3BrN2O2                         | 2-bromo-5-nitropyridine                      | 4487-59-6   | C₅H₃BrN₂O₂                         | 4487596  
C5H3ClN2O2                         | 2-chloro-5-nitropyridine                     | 4585-45-2   | C₅H₃ClN₂O₂                         | 4585452  
C5H3ClN4                           | 6-chloropurine                               | 87-42-3     | C₅H₃ClN₄                           | 87423    
C5H4N2O2                           | pyrazinoic acid                              | 98-97-5     | C₅H₄N₂O₂                           | 98975    
C5H4N2O4                           | orotic acid                                  | 65-86-1     | C₅H₄N₂O₄                           | 65861    
C5H4N4O                            | allopurinol                                  | 315-30-0    | C₅H₄N₄O                            | 315300   
C5H4N4O                            | hypoxanthine                                 | 68-94-0     | C₅H₄N₄O                            | 68940    
C5H4N4O2                           | xanthine                                     | 69-89-6     | C₅H₄N₄O₂                           | 69896    
C5H4N4S                            | mercaptopurine                               | 50-44-2     | C₅H₄N₄S                            | 50442    
C5H4NCOOH                          | niacin                                       | 59-67-6     | C₅H₄NCOOH                          | 59676    
C5H4O                              | cyclopentadienone                            | 0           | C₅H₄O                              | 0        
C5H4O2                             | furfural                                     | 0           | C₅H₄O₂                             | 0        
C5H4O2S                            | b-thiophenic acid                            | 88-13-1     | C₅H₄O₂S                            | 88131    
C5H5BrN2                           | 2-amino-5-bromopyridine                      | 1072-97-5   | C₅H₅BrN₂                           | 1072975  
C5H5ClN2                           | 2-amino-4-chloropyridine                     | 19798-80-2  | C₅H₅ClN₂                           | 19798802 
C5H5ClN2                           | 2-amino-5-chloropyridine                     | 1072-98-6   | C₅H₅ClN₂                           | 1072986  
C5H5ClN2                           | 4-amino-2-chloropyridine                     | 14432-12-3  | C₅H₅ClN₂                           | 14432123 
C5H5IN2                            | 2-amino-5-iodopyridine                       | 20511-12-0  | C₅H₅IN₂                            | 20511120 
C5H5N                              | pyridine                                     | 110-86-1    | C₅H₅N                              | 110861   
C5H5N3O                            | pyrazinamide                                 | 98-96-4     | C₅H₅N₃O                            | 98964    
C5H5N3O2                           | 2-amino-nitropyridine                        | 4214-76-0   | C₅H₅N₃O₂                           | 4214760  
C5H5N5                             | adenine                                      | 73-24-5     | C₅H₅N₅                             | 73245    
C5H5N5O                            | guanine                                      | 73-40-5     | C₅H₅N₅O                            | 73405    
C5H5NO                             | 2-pyridone                                   | 142-08-5    | C₅H₅NO                             | 142085   
C5H5NO                             | 3-pyridinol                                  | 109-00-2    | C₅H₅NO                             | 109002   
C5H5−                              | cyclopentadienyl anion                       | 0           | C₅H₅−                              | 0        
C5H6BNO2                           | 3-pyridinylboronic acid                      | 1692-25-7   | C₅H₆BNO₂                           | 1692257  
C5H6N2                             | 1,2-diazepine                                | 0           | C₅H₆N₂                             | 0        
C5H6N2                             | 1,3-diazepine                                | 0           | C₅H₆N₂                             | 0        
C5H6N2                             | 1,4-diazepine                                | 0           | C₅H₆N₂                             | 0        
C5H6N2                             | 1-vinylimidazole                             | 0           | C₅H₆N₂                             | 0        
C5H6N2                             | 2-aminopyridine                              | 504-29-0    | C₅H₆N₂                             | 504290   
C5H6N2                             | 3-aminopyridine                              | 0           | C₅H₆N₂                             | 0        
C5H6N2                             | 4-aminopyridine                              | 504-24-5    | C₅H₆N₂                             | 504245   
C5H6N2                             | glutaronitrile                               | 0           | C₅H₆N₂                             | 0        
C5H6N2O2                           | thymine                                      | 65-71-4     | C₅H₆N₂O₂                           | 65714    
C5H6N2OS                           | methylthiouracil                             | 56-04-2     | C₅H₆N₂OS                           | 56042    
C5H6O                              | cyclopentenone                               | 0           | C₅H₆O                              | 0        
C5H6O5                             | α-Ketoglutaric acid                          | 328-50-7    | C₅H₆O₅                             | 328507   
C5H7N3                             | 3,4-diaminopyridine                          | 54-96-6     | C₅H₇N₃                             | 54966    
C5H8O2                             | gamma-Valerolactone                          | 0           | C₅H₈O₂                             | 0        
C5H9NO2                            | allylglycine                                 | 0           | C₅H₉NO₂                            | 0        
C5H9NO2                            | proline                                      | 147-85-3    | C₅H₉NO₂                            | 147853   
C5H9NO2                            | Pro                                          | 147-85-3    | C₅H₉NO₂                            | 147853   
C5H9NO4                            | glutamic acid                                | 56-86-0     | C₅H₉NO₄                            | 56860    
C5H9NO4                            | Glu                                          | 56-86-0     | C₅H₉NO₄                            | 56860    
C62H89CoN13O15P                    | hydroxocobalamin                             | 0           | C₆₂H₈₉CoN₁₃O₁₅P                    | 0        
C63H88CoN14O14P                    | Vitamin B12                                  | 0           | C₆₃H₈₈CoN₁₄O₁₄P                    | 0        
C63H88CoN14O14P                    | cyanocobalamin                               | 0           | C₆₃H₈₈CoN₁₄O₁₄P                    | 0        
C63H91CoN13O14P                    | methylcobalamin                              | 0           | C₆₃H₉₁CoN₁₃O₁₄P                    | 0        
C6F5COOH                           | pentafluorobenzoic acid                      | 602-94-8    | C₆F₅COOH                           | 602948   
C6H10O3                            | 2-hydroxypropyl acrylate                     | 25584-83-2  | C₆H₁₀O₃                            | 25584832 
C6H10O3                            | 4-acetylbutyric acid                         | 3128-06-1   | C₆H₁₀O₃                            | 3128061  
C6H10O3                            | butyl glyoxylate                             | 6295-06-3   | C₆H₁₀O₃                            | 6295063  
C6H10O3                            | ethyl acetoacetate                           | 141-97-9    | C₆H₁₀O₃                            | 141979   
C6H10O3                            | pantolactone                                 | 599-04-2    | C₆H₁₀O₃                            | 599042   
C6H10O3                            | propyl pyruvate                              | 20279-43-0  | C₆H₁₀O₃                            | 20279430 
C6H10O4                            | aceburic acid                                | 0           | C₆H₁₀O₄                            | 0        
C6H10O4                            | adipic acid                                  | 0           | C₆H₁₀O₄                            | 0        
C6H10O4                            | conduritol                                   | 0           | C₆H₁₀O₄                            | 0        
C6H10O4                            | dianhydrohexitol                             | 0           | C₆H₁₀O₄                            | 0        
C6H10O4                            | ethylidene diacetate                         | 0           | C₆H₁₀O₄                            | 0        
C6H10O4                            | glucal                                       | 0           | C₆H₁₀O₄                            | 0        
C6H11NO2                           | cycloleucine                                 | 52-52-8     | C₆H₁₁NO₂                           | 52528    
C6H11NO2                           | pipecolic acid                               | 3105-95-1   | C₆H₁₁NO₂                           | 3105951  
C6H12                              | cyclohexane                                  | 110-82-7    | C₆H₁₂                              | 110827   
C6H12O3                            | 4-Hydroxy-4-methylpentanoic acid             | 0           | C₆H₁₂O₃                            | 0        
C6H12O6                            | fructose                                     | 7660-25-5   | C₆H₁₂O₆                            | 7660255  
C6H12O6                            | glucose                                      | 50-99-7     | C₆H₁₂O₆                            | 50997    
C6H13NO                            | N-ethylmorpholine                            | 1119-29-5   | C₆H₁₃NO                            | 1119295  
C6H13NO2                           | aminocaproic acid                            | 60-32-2     | C₆H₁₃NO₂                           | 60322    
C6H13NO2                           | isoleucine                                   | 73-32-5     | C₆H₁₃NO₂                           | 73325    
C6H13NO2                           | Ile                                          | 73-32-5     | C₆H₁₃NO₂                           | 73325    
C6H13NO2                           | leucine                                      | 61-90-5     | C₆H₁₃NO₂                           | 61905    
C6H13NO2                           | Leu                                          | 61-90-5     | C₆H₁₃NO₂                           | 61905    
C6H14                              | hexane                                       | 110-54-3    | C₆H₁₄                              | 110543   
C6H14N2O2                          | lysine                                       | 56-87-1     | C₆H₁₄N₂O₂                          | 56871    
C6H14N2O2                          | Lys                                          | 56-87-1     | C₆H₁₄N₂O₂                          | 56871    
C6H14N4O2                          | arginine                                     | 74-79-3     | C₆H₁₄N₄O₂                          | 74793    
C6H14N4O2                          | Arg                                          | 74-79-3     | C₆H₁₄N₄O₂                          | 74793    
C6H14O2                            | 1,6-hexanediol                               | 0           | C₆H₁₄O₂                            | 0        
C6H14O3                            | dipropylene glycol                           | 0           | C₆H₁₄O₃                            | 0        
C6H14O3                            | trimethylolpropane                           | 0           | C₆H₁₄O₃                            | 0        
C6H14O4                            | triethylene glycol                           | 0           | C₆H₁₄O₄                            | 0        
C6H15NO3                           | triethanolamine                              | 0           | C₆H₁₅NO₃                           | 0        
C6H3Br3O                           | 2,4,6-Tribromophenol                         | 0           | C₆H₃Br₃O                           | 0        
C6H3Cl3O                           | 2,4,6-Trichlorophenol                        | 0           | C₆H₃Cl₃O                           | 0        
C6H4BrNO2                          | 5-bromonicotinic acid                        | 20826-04-4  | C₆H₄BrNO₂                          | 20826044 
C6H4ClN3                           | 6-chloro-7-dezapurine                        | 3680-69-1   | C₆H₄ClN₃                           | 3680691  
C6H4ClNO2                          | 2-chloronicotinic acid                       | 2942-59-8   | C₆H₄ClNO₂                          | 2942598  
C6H4ClNO2                          | 6-chloro-2-pyridinecarboxylic acid           | 4684-94-0   | C₆H₄ClNO₂                          | 4684940  
C6H4ClNO2                          | 6-chloronicotinic acid                       | 5326-23-8   | C₆H₄ClNO₂                          | 5326238  
C6H4N4                             | tricyanoaminopropene                         | 0           | C₆H₄N₄                             | 0        
C6H4O2                             | orthobenzoquinone                            | 583-63-1    | C₆H₄O₂                             | 583631   
C6H4O2                             | parabenzoquinone                             | 106-51-4    | C₆H₄O₂                             | 106514   
C6H4O2                             | quinone                                      | 106-51-4    | C₆H₄O₂                             | 106514   
C6H5Br                             | bromobenzene                                 | 0           | C₆H₅Br                             | 0        
C6H5CH2OH                          | benzyl alcohol                               | 100-51-6    | C₆H₅CH₂OH                          | 100516   
C6H5CHO                            | benzaldehyde                                 | 100-52-7    | C₆H₅CHO                            | 100527   
C6H5COCl                           | benzoyl chloride                             | 98-88-4     | C₆H₅COCl                           | 98884    
C6H5COOH                           | benzoic acid                                 | 65-85-0     | C₆H₅COOH                           | 65850    
C6H5COO−                           | benzoate ion                                 | 766-76-7    | C₆H₅COO−                           | 766767   
C6H5Cl                             | chlorobenzene                                | 0           | C₆H₅Cl                             | 0        
C6H5F                              | fluorobenzene                                | 462-06-6    | C₆H₅F                              | 462066   
C6H5I                              | iodobenzene                                  | 0           | C₆H₅I                              | 0        
C6H5NO2                            | picolinic acid                               | 98-98-6     | C₆H₅NO₂                            | 98986    
C6H5NO3                            | 4-nitrophenol                                | 100-02-7    | C₆H₅NO₃                            | 100027   
C6H5NO3                            | 6-hydroxyniacin                              | 5006-66-6   | C₆H₅NO₃                            | 5006666  
C6H5O73−                           | citrate ion                                  | 126-44-3    | C₆H₅O₇₃−                           | 126443   
C6H5OH                             | phenol                                       | 108-95-2    | C₆H₅OH                             | 108952   
C6H6                               | benzene                                      | 71-43-2     | C₆H₆                               | 71432    
C6H6BClO2                          | 4-chlorophenylboronic acid                   | 1679-18-1   | C₆H₆BClO₂                          | 1679181  
C6H6BFO2                           | 4-fluorophenylboronic acid                   | 1765-93-1   | C₆H₆BFO₂                           | 1765931  
C6H6IN                             | 4-iodoaniline                                | 540-37-4    | C₆H₆IN                             | 540374   
C6H6N2O                            | nicotinamide                                 | 98-92-0     | C₆H₆N₂O                            | 98920    
C6H6N2O2                           | 6-aminonicotinic acid                        | 3167-49-5   | C₆H₆N₂O₂                           | 3167495  
C6H6O                              | phenol                                       | 108-95-2    | C₆H₆O                              | 108952   
C6H6O2                             | catechol                                     | 120-80-9    | C₆H₆O₂                             | 120809   
C6H6O2                             | hydroquinone                                 | 123-31-9    | C₆H₆O₂                             | 123319   
C6H6O2                             | resorcinol                                   | 108-46-3    | C₆H₆O₂                             | 108463   
