[classname]
dataset.Dataset
[description]
Downloaded from wikipedia downloaded data from  https://en.wikipedia.org/wiki/List_of_CAS_numbers_by_chemical_compound and modify slightly here on 2022-01-11
[metadata]
ascii                = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
name                 = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
CAS                  = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
unicode              = { 'fmt': 's',              'kind': 'U',             'description': 'str',                   }
CASint               = { 'fmt': 'd',              'kind': 'i',             'description': 'int',                   }
[data]
ascii                              | name                                         | CAS         | unicode                            | CASint   
NiFe2O4                            | nickel(II) iron(III) oxide                   | 0           | NiFe₂O₄                            | 0        
NiI2                               | nickel(II) iodide                            | 13462-90-3  | NiI₂                               | 13462903 
NiI2                               | nickel(II) iodide                            | 13462-90-3  | NiI₂                               | 13462903 
NiMoO4                             | nickel(II) orthomolybdate                    | 0           | NiMoO₄                             | 0        
NiO                                | nickel(II) oxide                             | 1313-99-1   | NiO                                | 1313991  
NiO                                | nickel(II) oxide                             | 1313-99-1   | NiO                                | 1313991  
NiOOH                              | nickel oxo-hydroxide                         | 0           | NiOOH                              | 0        
NiS                                | nickel(II) sulfide                           | 16812-54-7  | NiS                                | 16812547 
NiS                                | nickel(II) sulfide                           | 16812-54-7  | NiS                                | 16812547 
NiS                                | millerite                                    | 16812-54-7  | NiS                                | 16812547 
NiS2                               | nickel sulfide                               | 12035-51-7  | NiS₂                               | 12035517 
NiSO4                              | nickel(II) sulfate                           | 7786-81-4   | NiSO₄                              | 7786814  
NiSO4                              | nickel sulfate                               | 7786-81-4   | NiSO₄                              | 7786814  
NiSb                               | nickel(II) antimonide                        | 12035-52-8  | NiSb                               | 12035528 
NiSb                               | nickel antimonide                            | 0           | NiSb                               | 0        
NiSe                               | nickel(II) selenide                          | 1314-05-2   | NiSe                               | 1314052  
NiSe                               | nickel(II) selenide                          | 12201-85-3  | NiSe                               | 12201853 
NiSnO3                             | nickel(II) stannate                          | 12035-38-0  | NiSnO₃                             | 12035380 
NiTe                               | nickel(II) telluride                         | 12142-88-0  | NiTe                               | 12142880 
NiTiO3                             | nickel(II) titanate                          | 12035-39-1  | NiTiO₃                             | 12035391 
NiTiO3                             | nickel(II) metatitanate                      | 0           | NiTiO₃                             | 0        
NiWO4                              | nickel(II) tungstate                         | 14177-51-6  | NiWO₄                              | 14177516 
NiWO4                              | nickel(II) orthotungstate                    | 0           | NiWO₄                              | 0        
NiZrO3                             | nickel(II) zirconate                         | 70692-93-2  | NiZrO₃                             | 70692932 
Np2O5                              | neptunium(V) oxide                           | 121433-01-0 | Np₂O₅                              | 121433010
Np2S3                              | neptunium(III) sulfide                       | 12281-24-2  | Np₂S₃                              | 12281242 
NpBr3                              | neptunium(III) bromide                       | 20730-39-6  | NpBr₃                              | 20730396 
NpBr4                              | neptunium(IV) bromide                        | 15608-32-9  | NpBr₄                              | 15608329 
NpCl3                              | neptunium(III) chloride                      | 20737-06-8  | NpCl₃                              | 20737068 
NpCl4                              | neptunium(IV) chloride                       | 15597-84-9  | NpCl₄                              | 15597849 
NpF3                               | neptunium(III) fluoride                      | 16852-37-2  | NpF₃                               | 16852372 
NpF4                               | neptunium(IV) fluoride                       | 14529-88-5  | NpF₄                               | 14529885 
NpF5                               | neptunium(V) fluoride                        | 31479-18-2  | NpF₅                               | 31479182 
NpF6                               | neptunium(VI) fluoride                       | 14521-05-2  | NpF₆                               | 14521052 
NpI3                               | neptunium(III) iodide                        | 37501-52-3  | NpI₃                               | 37501523 
NpN                                | neptunium(III) nitride                       | 12058-90-1  | NpN                                | 12058901 
NpO                                | neptunium(II) oxide                          | 12202-03-8  | NpO                                | 12202038 
NpO2                               | neptunium(IV) oxide                          | 12035-79-9  | NpO₂                               | 12035799 
O                                  | oxygen                                       | 7782-44-7   | O                                  | 7782447  
O2                                 | dioxygen                                     | 7782-44-7   | O₂                                 | 7782447  
O22−                               | peroxide ion                                 | 14915-07-2  | O₂₂−                               | 14915072 
O2F2                               | oxygen(I) fluoride                           | 7783-44-0   | O₂F₂                               | 7783440  
O2F2                               | dioxygen difluoride                          | 7783-44-0   | O₂F₂                               | 7783440  
O2−                                | superoxide ion                               | 11062-77-4  | O₂−                                | 11062774 
O3                                 | ozone                                        | 10028-15-6  | O₃                                 | 10028156 
O3−                                | ozonide ion                                  | 12596-80-4  | O₃−                                | 12596804 
OF2                                | oxygen(II) fluoride                          | 7783-41-7   | OF₂                                | 7783417  
OF2                                | oxygen difluoride                            | 7783-41-7   | OF₂                                | 7783417  
OH−                                | hydroxide ion                                | 14280-30-9  | OH−                                | 14280309 
Os(C5H5)2                          | osmium(II) cyclopentadienide                 | 1273-81-0   | Os(C₅H₅)₂                          | 1273810  
OsBr3                              | osmium(III) bromide                          | 59201-51-3  | OsBr₃                              | 59201513 
OsBr4                              | osmium(IV) bromide                           | 59201-52-4  | OsBr₄                              | 59201524 
OsCl3                              | osmium(III) chloride                         | 13444-93-4  | OsCl₃                              | 13444934 
OsCl3.3H2O                         | osmium(III) chloride trihydrate              | 114268-63-2 | OsCl₃•3H₂O                         | 114268632
OsCl4                              | osmium(IV) chloride                          | 10026-01-4  | OsCl₄                              | 10026014 
OsCl5                              | osmium(V) chloride                           | 71328-74-0  | OsCl₅                              | 71328740 
OsF4                               | osmium(IV) fluoride                          | 54120-05-7  | OsF₄                               | 54120057 
OsF6                               | osmium(VI) fluoride                          | 13768-38-2  | OsF₆                               | 13768382 
OsF7                               | osmium(VII) fluoride                         | 16949-69-2  | OsF₇                               | 16949692 
OsF8                               | osmium(VIII) fluoride                        | 18432-81-0  | OsF₈                               | 18432810 
OsI                                | osmium(I) iodide                             | 76758-38-8  | OsI                                | 76758388 
OsI2                               | osmium(II) iodide                            | 59201-57-9  | OsI₂                               | 59201579 
OsI3                               | osmium(III) iodide                           | 59201-58-0  | OsI₃                               | 59201580 
OsO2                               | osmium(IV) oxide                             | 12036-02-1  | OsO₂                               | 12036021 
OsO4                               | osmium(VIII) oxide                           | 20816-12-0  | OsO₄                               | 20816120 
OsS2                               | osmium(IV) sulfide                           | 12137-61-0  | OsS₂                               | 12137610 
OsSe2                              | osmium(IV) selenide                          | 12310-19-9  | OsSe₂                              | 12310199 
OsTe2                              | osmium(IV) telluride                         | 12166-21-1  | OsTe₂                              | 12166211 
P2Br4                              | phosphorus tetrabromide                      | 24856-99-3  | P₂Br₄                              | 24856993 
P2Cl4                              | phosphorus tetrachloride                     | 13497-91-1  | P₂Cl₄                              | 13497911 
P2F4                               | phosphorus tetrafluoride                     | 13824-74-3  | P₂F₄                               | 13824743 
P2H4                               | phosphorus tetrahydride                      | 13445-50-6  | P₂H₄                               | 13445506 
P2I4                               | phosphorus tetraiodide                       | 13455-00-0  | P₂I₄                               | 13455000 
P2I4                               | diphosphorus tetraiodide                     | 13455-00-0  | P₂I₄                               | 13455000 
P2O5                               | phosphorus pentoxide                         | 1314-56-3   | P₂O₅                               | 1314563  
P2O5                               | phosphorus pentoxide                         | 1314-56-3   | P₂O₅                               | 1314563  
P2S3                               | diphosphorus trisulfide                      | 12165-69-4  | P₂S₃                               | 12165694 
P2Se3                              | diphosphorus triselenide                     | 1314-81-4   | P₂Se₃                              | 1314814  
P3N5                               | triphosphorus pentanitride                   | 12136-91-3  | P₃N₅                               | 12136913 
P4O10                              | phosphorus decaoxide                         | 16752-60-6  | P₄O₁₀                              | 16752606 
P4O6                               | phosphorus hexoxide                          | 12440-00-5  | P₄O₆                               | 12440005 
P4S10                              | phosphorus pentasulfide                      | 1314-80-3   | P₄S₁₀                              | 1314803  
P4S3                               | phosphorus trisulfide                        | 1314-51-8   | P₄S₃                               | 1314518  
P4S4                               | phosphorus tetrasulfide                      | 39350-99-7  | P₄S₄                               | 39350997 
P4S6                               | phosphorus hexasulfide                       | 131105-01-6 | P₄S₆                               | 131105016
P4S7                               | phosphorus heptasulfide                      | 15578-16-2  | P₄S₇                               | 15578162 
P4S9                               | phosphorus nonasulfide                       | 25070-46-6  | P₄S₉                               | 25070466 
P4Se3                              | phosphorus triselenide                       | 1314-86-9   | P₄Se₃                              | 1314869  
PBr3                               | phosphorus tribromide                        | 7789-60-8   | PBr₃                               | 7789608  
PBr5                               | phosphorus pentabromide                      | 7789-69-7   | PBr₅                               | 7789697  
PCl3                               | phosphorus trichloride                       | 7719-12-2   | PCl₃                               | 7719122  
PCl3                               | phosphorus trichloride                       | 7719-12-2   | PCl₃                               | 7719122  
PCl5                               | phosphorus pentachloride                     | 10026-13-8  | PCl₅                               | 10026138 
PCl5                               | phosphorus pentachloride                     | 10026-13-8  | PCl₅                               | 10026138 
PF3                                | phosphorus trifluoride                       | 7783-55-3   | PF₃                                | 7783553  
PF5                                | phosphorus pentafluoride                     | 7647-19-0   | PF₅                                | 7647190  
PH3                                | phosphorus trihydride                        | 7803-51-2   | PH₃                                | 7803512  
PH3                                | phosphine                                    | 7803-51-2   | PH₃                                | 7803512  
PI3                                | phosphorus triiodide                         | 13455-01-1  | PI₃                                | 13455011 
POBr3                              | phosphorus oxybromide                        | 7789-59-5   | POBr₃                              | 7789595  
POCl3                              | phosphorus oxychloride                       | 10025-87-3  | POCl₃                              | 10025873 
POCl3                              | phosphoryl chloride                          | 10025-87-3  | POCl₃                              | 10025873 
POCl3                              | phosphoryl chloride                          | 10025-87-3  | POCl₃                              | 10025873 
PSCl3                              | phosphorus thiochloride                      | 3982-91-0   | PSCl₃                              | 3982910  
Pa2O5                              | protactinium(V) oxide                        | 12036-75-8  | Pa₂O₅                              | 12036758 
PaBr4                              | protactinium(IV) bromide                     | 13867-42-0  | PaBr₄                              | 13867420 
PaBr5                              | protactinium(V) bromide                      | 15608-38-5  | PaBr₅                              | 15608385 
PaCl4                              | protactinium(IV) chloride                    | 13867-41-9  | PaCl₄                              | 13867419 
PaCl5                              | protactinium(V) chloride                     | 13760-41-3  | PaCl₅                              | 13760413 
PaF4                               | protactinium(IV) fluoride                    | 13842-89-2  | PaF₄                               | 13842892 
PaF5                               | protactinium(V) fluoride                     | 15192-29-7  | PaF₅                               | 15192297 
PaI3                               | protactinium(III) iodide                     | 19415-71-5  | PaI₃                               | 19415715 
PaI4                               | protactinium(IV) iodide                      | 15513-96-9  | PaI₄                               | 15513969 
PaI5                               | protactinium(V) iodide                       | 17497-66-4  | PaI₅                               | 17497664 
PaO                                | protactinium(II) oxide                       | 60936-60-9  | PaO                                | 60936609 
PaO2                               | protactinium(IV) oxide                       | 12036-03-2  | PaO₂                               | 12036032 
Pb(AsO4)2                          | lead(II) arsenite                            | 10031-13-7  | Pb(AsO₄)₂                          | 10031137 
Pb(BF4)2                           | lead(II) fluoroborate                        | 13814-96-5  | Pb(BF₄)₂                           | 13814965 
Pb(C18H33O2)2                      | lead(II) oleate                              | 1120-46-3   | Pb(C₁₈H₃₃O₂)₂                      | 1120463  
Pb(C18H35O2)2                      | lead(II) stearate                            | 1072-35-1   | Pb(C₁₈H₃₅O₂)₂                      | 1072351  
Pb(C2H3O2)2                        | lead(II) acetate                             | 301-04-2    | Pb(C₂H₃O₂)₂                        | 301042   
Pb(C2H3O2)2                        | lead(III) acetate                            | 546-67-8    | Pb(C₂H₃O₂)₂                        | 546678   
Pb(C3H5O2)2                        | lead(II) lactate                             | 18917-82-3  | Pb(C₃H₅O₂)₂                        | 18917823 
Pb(C4H7O2)2                        | lead(II) butanoate                           | 819-73-8    | Pb(C₄H₇O₂)₂                        | 819738   
Pb(CHO2)2                          | lead(II) formate                             | 811-54-1    | Pb(CHO₂)₂                          | 811541   
Pb(CN)2                            | lead(II) cyanide                             | 592-05-2    | Pb(CN)₂                            | 592052   
Pb(ClO3)2                          | lead(II) chlorate                            | 10294-47-0  | Pb(ClO₃)₂                          | 10294470 
Pb(ClO4)2                          | lead(II) perchlorate                         | 13453-62-8  | Pb(ClO₄)₂                          | 13453628 
Pb(H2PO2)2                         | lead(II) hypophosphite                       | 10294-58-3  | Pb(H₂PO₂)₂                         | 10294583 
Pb(IO3)2                           | lead(II) iodate                              | 25659-31-8  | Pb(IO₃)₂                           | 25659318 
Pb(IO3)2                           | lead(II) iodate                              | 25659-31-8  | Pb(IO₃)₂                           | 25659318 
Pb(N3)2                            | lead(II) nitride                             | 0           | Pb(N₃)₂                            | 0        
Pb(NO3)2                           | lead(II) nitrate                             | 10099-74-8  | Pb(NO₃)₂                           | 10099748 
Pb(NO3)2                           | lead(II) nitrate                             | 10099-74-8  | Pb(NO₃)₂                           | 10099748 
Pb(NbO3)2                          | lead(II) niobate                             | 12034-88-7  | Pb(NbO₃)₂                          | 12034887 
Pb(OH)2                            | lead(II) hydroxide                           | 19783-14-3  | Pb(OH)₂                            | 19783143 
Pb(OH)2                            | lead(II) hydroxide                           | 19783-14-3  | Pb(OH)₂                            | 19783143 
Pb(OH)4                            | lead(IV) hydroxide                           | 0           | Pb(OH)₄                            | 0        
Pb(SCN)2                           | lead(II) thiocyanate                         | 592-87-0    | Pb(SCN)₂                           | 592870   
Pb(VO3)2                           | lead(II) metavandate                         | 10099-79-3  | Pb(VO₃)₂                           | 10099793 
Pb2O3                              | lead(II,IV) oxide                            | 1314-27-8   | Pb₂O₃                              | 1314278  
Pb2SiO4                            | lead(II) orthosilicate                       | 13566-17-1  | Pb₂SiO₄                            | 13566171 
Pb3(AsO4)2                         | lead(II) arsenate                            | 3687-31-8   | Pb₃(AsO₄)₂                         | 3687318  
Pb3(N3)2                           | lead(II) azide                               | 13424-46-9  | Pb₃(N₃)₂                           | 13424469 
Pb3(PO4)2                          | lead(II) phosphate                           | 7446-27-7   | Pb₃(PO₄)₂                          | 7446277  
Pb3(SbO4)2                         | lead(II) antimonate                          | 13510-89-9  | Pb₃(SbO₄)₂                         | 13510899 
Pb3O4                              | lead(II,II,IV) oxide                         | 1314-41-6   | Pb₃O₄                              | 1314416  
PbBr2                              | lead(II) bromide                             | 10031-22-8  | PbBr₂                              | 10031228 
PbBr4                              | lead(IV) bromide                             | 13701-91-2  | PbBr₄                              | 13701912 
PbC2O4                             | lead(II) oxalate                             | 814-93-7    | PbC₂O₄                             | 814937   
PbC2O4                             | lead oxalate                                 | 814-93-7    | PbC₂O₄                             | 814937   
PbCO3                              | lead(II) carbonate                           | 598-63-0    | PbCO₃                              | 598630   
PbCO3                              | lead carbonate                               | 598-63-0    | PbCO₃                              | 598630   
PbCl2                              | lead(II) chloride                            | 7758-95-4   | PbCl₂                              | 7758954  
PbCl2                              | lead(II) chloride                            | 7758-95-4   | PbCl₂                              | 7758954  
PbCl4                              | lead(IV) chloride                            | 13463-30-4  | PbCl₄                              | 13463304 
PbCl4                              | lead(IV) chloride                            | 13463-30-4  | PbCl₄                              | 13463304 
PbCrO4                             | lead(II) chromate                            | 7758-97-6   | PbCrO₄                             | 7758976  
PbCrO4                             | lead chromate                                | 7758-97-6   | PbCrO₄                             | 7758976  
PbF2                               | lead(II) fluoride                            | 7783-46-2   | PbF₂                               | 7783462  
PbF2                               | lead(II) fluoride                            | 7783-46-2   | PbF₂                               | 7783462  
PbF4                               | lead(IV) fluoride                            | 7783-59-7   | PbF₄                               | 7783597  
PbH4                               | lead(IV) hydride                             | 15875-18-0  | PbH₄                               | 15875180 
PbHAsO4                            | lead hydrogen arsenate                       | 7784-40-9   | PbHAsO₄                            | 7784409  
PbI2                               | lead(II) iodide                              | 10101-63-0  | PbI₂                               | 10101630 
PbI2                               | lead(II) iodide                              | 10101-63-0  | PbI₂                               | 10101630 
PbMoO4                             | lead(II) molybdate                           | 10190-55-3  | PbMoO₄                             | 10190553 
PbO                                | lead(II) oxide                               | 1317-36-8   | PbO                                | 1317368  
PbO                                | lead(II) oxide                               | 1317-36-8   | PbO                                | 1317368  
PbO2                               | lead(IV) oxide                               | 1309-60-0   | PbO₂                               | 1309600  
PbO2                               | lead dioxide                                 | 1309-60-0   | PbO₂                               | 1309600  
PbS                                | lead(II) sulfide                             | 1314-87-0   | PbS                                | 1314870  
PbS                                | lead(II) sulfide                             | 1314-87-0   | PbS                                | 1314870  
PbSO3                              | lead(II) sulfite                             | 7446-10-8   | PbSO₃                              | 7446108  
PbSO4                              | lead(II) sulfate                             | 7446-14-2   | PbSO₄                              | 7446142  
PbSO4                              | lead(II) sulfate                             | 7446-14-2   | PbSO₄                              | 7446142  
PbSe                               | lead(II) selenide                            | 12069-00-0  | PbSe                               | 12069000 
PbSeO3                             | lead(II) selenite                            | 7488-51-9   | PbSeO₃                             | 7488519  
PbSeO4                             | lead(II) selenate                            | 7446-15-3   | PbSeO₄                             | 7446153  
PbSiO3                             | lead(II) metasilicate                        | 10099-76-0  | PbSiO₃                             | 10099760 
PbTa2O6                            | lead(II) tantalate                           | 12065-68-8  | PbTa₂O₆                            | 12065688 
PbTe                               | lead(II) telluride                           | 1314-91-6   | PbTe                               | 1314916  
PbTiO4                             | lead(II) titanate                            | 12060-00-3  | PbTiO₄                             | 12060003 
PbWO4                              | lead(II) tungstate                           | 7759-01-5   | PbWO₄                              | 7759015  
PbZrO3                             | lead(II) zirconate                           | 12060-01-4  | PbZrO₃                             | 12060014 
Pd(C2F3O2)2                        | palladium(II) trifluoroacetate               | 42196-31-6  | Pd(C₂F₃O₂)₂                        | 42196316 
Pd(C2H3O2)2                        | palladium(II) acetate                        | 3375-31-3   | Pd(C₂H₃O₂)₂                        | 3375313  
Pd(CN)2                            | palladium(II) cyanide                        | 2035-66-7   | Pd(CN)₂                            | 2035667  
Pd(NO3)2                           | palladium(II) nitrate                        | 10102-05-3  | Pd(NO₃)₂                           | 10102053 
PdBr2                              | palladium(II) bromide                        | 13444-94-5  | PdBr₂                              | 13444945 
PdCl2                              | palladium(II) chloride                       | 7647-10-1   | PdCl₂                              | 7647101  
PdF2                               | palladium(II) fluoride                       | 13444-96-7  | PdF₂                               | 13444967 
PdF4                               | palladium(IV) fluoride                       | 13709-55-2  | PdF₄                               | 13709552 
PdI2                               | palladium(II) iodide                         | 7790-38-7   | PdI₂                               | 7790387  
PdO                                | palladium(II) oxide                          | 1314-08-5   | PdO                                | 1314085  
PdO2                               | palladium(IV) oxide                          | 12036-04-3  | PdO₂                               | 12036043 
PdS                                | palladium(II) sulfide                        | 12125-22-3  | PdS                                | 12125223 
PdS2                               | palladium(IV) sulfide                        | 12137-75-6  | PdS₂                               | 12137756 
PdSO4                              | palladium(II) sulfate                        | 13566-03-5  | PdSO₄                              | 13566035 
PdSe                               | palladium(II) selenide                       | 12137-76-7  | PdSe                               | 12137767 
PdSe2                              | palladium(IV) selenide                       | 60672-19-7  | PdSe₂                              | 60672197 
PdTe                               | palladium(II) telluride                      | 12037-94-4  | PdTe                               | 12037944 
PdTe2                              | palladium(IV) telluride                      | 12037-95-5  | PdTe₂                              | 12037955 
Pm2O3                              | promethium(III) oxide                        | 12036-32-7  | Pm₂O₃                              | 12036327 
PmBr3                              | promethium(III) bromide                      | 14325-78-1  | PmBr₃                              | 14325781 
PmCl3                              | promethium(III) chloride                     | 13779-10-7  | PmCl₃                              | 13779107 
PoBr2                              | polonium dibromide                           | 66794-54-5  | PoBr₂                              | 66794545 
PoCl2                              | polonium dichloride                          | 0           | PoCl₂                              | 0        
PoCl4                              | polonium tetrachloride                       | 10026-02-5  | PoCl₄                              | 10026025 
PoF6                               | polonium hexafluoride                        | 35473-38-2  | PoF₆                               | 35473382 
PoH2                               | polonium hydride                             | 31060-73-8  | PoH₂                               | 31060738 
PoO                                | polonium monoxide                            | 0           | PoO                                | 0        
PoO2                               | polonium dioxide                             | 7446-06-2   | PoO₂                               | 7446062  
PoO3                               | polonium trioxide                            | 0           | PoO₃                               | 0        
Pr(CHO2)3                          | praseodymium(III) formate                    | 3252-52-6   | Pr(CHO₂)₃                          | 3252526  
Pr2O3                              | praseodymium(III) oxide                      | 12036-32-7  | Pr₂O₃                              | 12036327 
Pr2S3                              | praseodymium(III) sulfide                    | 12038-13-0  | Pr₂S₃                              | 12038130 
Pr2Te3                             | praseodymium(III) telluride                  | 12038-12-9  | Pr₂Te₃                             | 12038129 
PrBr3                              | praseodymium(III) bromide                    | 13536-53-3  | PrBr₃                              | 13536533 
PrCl3                              | praseodymium(III) chloride                   | 10361-79-2  | PrCl₃                              | 10361792 
PrF2                               | praseodymium(II) fluoride                    | 59513-11-0  | PrF₂                               | 59513110 
PrF3                               | praseodymium(III) fluoride                   | 13709-46-1  | PrF₃                               | 13709461 
PrF4                               | praseodymium(IV) fluoride                    | 15192-24-2  | PrF₄                               | 15192242 
PrI2                               | praseodymium(II) iodide                      | 65530-47-4  | PrI₂                               | 65530474 
PrI3                               | praseodymium(III) iodide                     | 13813-23-5  | PrI₃                               | 13813235 
PrN                                | praseodymium(III) nitride                    | 25764-09-4  | PrN                                | 25764094 
PrO2                               | praseodymium(IV) oxide                       | 12036-05-4  | PrO₂                               | 12036054 
PrS                                | praseodymium(II) sulfide                     | 12038-06-1  | PrS                                | 12038061 
PrSe                               | praseodymium(II) selenide                    | 12038-08-3  | PrSe                               | 12038083 
PrTe                               | praseodymium(II) telluride                   | 12125-60-9  | PrTe                               | 12125609 
Pt(CN)2                            | platinum(II) cyanide                         | 592-06-3    | Pt(CN)₂                            | 592063   
Pt6Cl12                            | platinum(II) chloride                        | 10025-65-7  | Pt₆Cl₁₂                            | 10025657 
PtBr2                              | platinum(II) bromide                         | 13455-12-4  | PtBr₂                              | 13455124 
PtBr3                              | platinum(III) bromide                        | 25985-07-3  | PtBr₃                              | 25985073 
PtBr4                              | platinum(IV) bromide                         | 68938-92-1  | PtBr₄                              | 68938921 
PtCl2                              | platinum(II) chloride                        | 10025-65-7  | PtCl₂                              | 10025657 
PtCl3                              | platinum(III) chloride                       | 25909-39-1  | PtCl₃                              | 25909391 
PtCl4                              | platinum(IV) chloride                        | 13454-96-1  | PtCl₄                              | 13454961 
PtCl4.5H2O                         | platinum(IV) chloride pentaahydrate          | 15869-63-3  | PtCl₄•5H₂O                         | 15869633 
PtF4                               | platinum(IV) fluoride                        | 13455-15-7  | PtF₄                               | 13455157 
PtF5                               | platinum(V) fluoride                         | 13782-84-8  | PtF₅                               | 13782848 
PtF6                               | platinum(VI) fluoride                        | 13693-05-5  | PtF₆                               | 13693055 
PtI2                               | platinum(II) iodide                          | 7790-39-8   | PtI₂                               | 7790398  
PtI3                               | platinum(III) iodide                         | 68220-29-1  | PtI₃                               | 68220291 
PtI4                               | platinum(IV) iodide                          | 7790-46-7   | PtI₄                               | 7790467  
PtO                                | platinum(II) oxide                           | 12035-82-4  | PtO                                | 12035824 
PtO2                               | platinum(IV) oxide                           | 1314-15-4   | PtO₂                               | 1314154  
PtO2.H2O                           | platinum(IV) oxide monohydrate               | 12137-21-2  | PtO₂.H₂O                           | 12137212 
PtS                                | platinum(II) sulfide                         | 12038-20-9  | PtS                                | 12038209 
PtS2                               | platinum(IV) sulfide                         | 12038-21-0  | PtS₂                               | 12038210 
PtSe2                              | platinum(IV) selenide                        | 12038-26-5  | PtSe₂                              | 12038265 
PtTe                               | platinum(II) telluride                       | 12166-00-6  | PtTe                               | 12166006 
PtTe2                              | platinum(IV) telluride                       | 12038-29-8  | PtTe₂                              | 12038298 
Pu2O3                              | plutonium(III) oxide                         | 12036-34-9  | Pu₂O₃                              | 12036349 
PuBr3                              | plutonium(III) bromide                       | 15752-46-2  | PuBr₃                              | 15752462 
PuCl3                              | plutonium(III) chloride                      | 13569-62-5  | PuCl₃                              | 13569625 
PuF3                               | plutonium(III) fluoride                      | 13842-83-6  | PuF₃                               | 13842836 
PuF4                               | plutonium(IV) fluoride                       | 13709-56-3  | PuF₄                               | 13709563 
PuF6                               | plutonium(VI) fluoride                       | 13693-06-6  | PuF₆                               | 13693066 
PuH2                               | plutonium(II) hydride                        | 17336-52-6  | PuH₂                               | 17336526 
PuH3                               | plutonium(III) hydride                       | 15457-77-9  | PuH₃                               | 15457779 
PuI3                               | plutonium(III) iodide                        | 13813-46-2  | PuI₃                               | 13813462 
PuN                                | plutonium(III) nitride                       | 12033-54-4  | PuN                                | 12033544 
PuO                                | plutonium(II) oxide                          | 12035-83-5  | PuO                                | 12035835 
PuO2                               | plutonium(IV) oxide                          | 12059-95-9  | PuO₂                               | 12059959 
PuS                                | plutonium(II) sulfide                        | 12038-51-6  | PuS                                | 12038516 
PuS2                               | plutonium(IV) sulfide                        | 12038-56-1  | PuS₂                               | 12038561 
PuSe                               | plutonium(II) selenide                       | 23299-88-9  | PuSe                               | 23299889 
Ra(OH)2                            | radium hydroxide                             | 98966-86-0  | Ra(OH)₂                            | 98966860 
RaBr2                              | radium bromide                               | 10031-23-9  | RaBr₂                              | 10031239 
RaCO3                              | radium carbonate                             | 7116-98-5   | RaCO₃                              | 7116985  
RaCl2                              | radium chloride                              | 10025-66-8  | RaCl₂                              | 10025668 
RaCl2                              | radium chloride                              | 0           | RaCl₂                              | 0        
RaF2                               | radium fluoride                              | 20610-49-5  | RaF₂                               | 20610495 
RaI2                               | radium iodide                                | 20610-52-0  | RaI₂                               | 20610520 
RaNO3                              | radium nitrate                               | 10213-12-4  | RaNO₃                              | 10213124 
RaO                                | radium oxide                                 | 12143-02-1  | RaO                                | 12143021 
RaSO4                              | radium sulfate                               | 7446-16-4   | RaSO₄                              | 7446164  
Rb2CO3                             | rubidium carbonate                           | 584-09-8    | Rb₂CO₃                             | 584098   
Rb2HPO3                            | dirubidium phosphite                         | 0           | Rb₂HPO₃                            | 0        
Rb2HPO4                            | dirubidium phosphate                         | 0           | Rb₂HPO₄                            | 0        
Rb2O                               | rubidium oxide                               | 18088-11-4  | Rb₂O                               | 18088114 
Rb2O                               | rubidium oxide                               | 18088-11-4  | Rb₂O                               | 18088114 
Rb2O2                              | rubidium peroxide                            | 23611-30-5  | Rb₂O₂                              | 23611305 
Rb2O2                              | rubidium peroxide                            | 0           | Rb₂O₂                              | 0        
Rb2S                               | rubidium sulfide                             | 31083-74-6  | Rb₂S                               | 31083746 
Rb2S                               | rubidium sulfide                             | 0           | Rb₂S                               | 0        
Rb2SO3                             | rubidium sulfite                             | 0           | Rb₂SO₃                             | 0        
Rb2SO4                             | rubidium sulfate                             | 7488-54-2   | Rb₂SO₄                             | 7488542  
Rb2Se                              | rubidium selenide                            | 31052-43-4  | Rb₂Se                              | 31052434 
Rb2Te                              | rubidium telluride                           | 12210-70-7  | Rb₂Te                              | 12210707 
Rb3PO3                             | trirubidium phosphite                        | 0           | Rb₃PO₃                             | 0        
Rb3PO4                             | trirubidium phosphate                        | 0           | Rb₃PO₄                             | 0        
RbAlCl4                            | rubidium tetrachloroaluminate                | 17992-02-8  | RbAlCl₄                            | 17992028 
RbAlF4                             | rubidium tetrafluoroaluminate                | 14484-70-9  | RbAlF₄                             | 14484709 
RbBr                               | rubidium bromide                             | 7789-39-1   | RbBr                               | 7789391  
RbBr                               | rubidium bromide                             | 7789-39-1   | RbBr                               | 7789391  
RbBrO                              | rubidium hypobromite                         | 0           | RbBrO                              | 0        
RbBrO2                             | rubidium bromite                             | 0           | RbBrO₂                             | 0        
RbBrO3                             | rubidium bromate                             | 0           | RbBrO₃                             | 0        
RbBrO4                             | rubidium perbromate                          | 0           | RbBrO₄                             | 0        
RbC2H3O2                           | rubidium acetate                             | 563-67-7    | RbC₂H₃O₂                           | 563677   
RbC5H7O2                           | rubidium acetylacetonate                     | 66169-93-5  | RbC₅H₇O₂                           | 66169935 
RbCN                               | rubidium cyanide                             | 19073-56-4  | RbCN                               | 19073564 
RbCNO                              | rubidium cyanate                             | 0           | RbCNO                              | 0        
RbCNO                              | rubidium fulminate                           | 0           | RbCNO                              | 0        
